|country|points|price
2465|US|90|30.0
2466|US|83|55.0
2467|US|85|30.0
2468|US|92|60.0
2469|Austria|89|18.0
2470|Chile|83|17.0
2471|France|89|110.0
2472|New Zealand|84|20.0
2473|Australia|89|14.0
2474|Chile|90|70.0
2475|US|95|60.0
2476|Chile|84|12.0
2477|US|87|58.0
2478|Italy|89|60.0
2479|US|93|35.0
2480|South Africa|92|35.0
2481|Italy|87|19.0
2482|US|94|49.0
2483|Spain|86|13.0
2484|US|89|35.0
2485|Spain|84|10.0
2486|US|90|25.0
2487|US|90|100.0
2488|France|90|
2489|US|91|44.0
2490|US|91|29.0
2491|US|91|20.0
2492|Spain|86|12.0
2493|Slovakia|82|15.0
2494|US|91|54.0
2495|Italy|88|27.0
2496|France|93|40.0
2497|Germany|86|14.0
2498|US|90|25.0
2499|Italy|89|60.0
2500|France|94|
2501|Spain|87|9.0
2502|Germany|91|24.0
2503|US|91|16.0
2504|France|91|20.0
2505|Argentina|80|8.0
2506|New Zealand|90|
2507|US|87|13.0
2508|Chile|89|15.0
2509|US|94|69.0
2510|Italy|91|
2511|Argentina|84|5.0
2512|Italy|87|13.0
2513|Spain|83|8.0
2514|Chile|87|12.0
2515|US|84|36.0
2516|US|85|25.0
2517|US|85|14.0
2518|France|87|24.0
2519|Italy|88|16.0
2520|US|91|20.0
2521|US|94|32.0
2522|New Zealand|88|12.0
2523|Italy|87|
2524|Spain|86|15.0
2525|Italy|87|26.0
2526|US|85|16.0
2527|France|89|
2528|Chile|90|25.0
2529|US|89|18.0
2530|France|89|
2531|US|84|15.0
2532|France|88|14.0
2533|France|87|
2534|US|90|37.0
2535|US|89|35.0
2536|Australia|90|25.0
2537|France|95|225.0
2538|US|82|15.0
2539|South Africa|88|15.0
2540|South Africa|89|17.0
2541|Germany|84|9.0
2542|Italy|87|25.0
2543|US|93|22.0
2544|Italy|90|105.0
2545|US|89|22.0
2546|US|88|42.0
2547|Spain|87|17.0
2548|US|89|150.0
2549|France|88|18.0
2550|France|88|59.0
2551|US|89|10.0
2552|Germany|90|25.0
2553|US|82|11.0
2554|US|84|15.0
2555|US|87|24.0
2556|Italy|86|18.0
2557|US|93|34.0
2558|France|90|
2559|US|84|18.0
2560|Italy|92|45.0
2561|South Africa|93|49.0
2562|France|90|
2563|US|88|13.0
2564|Italy|86|11.0
2565|US|90|30.0
2566|Austria|90|15.0
2567|Greece|86|17.0
2568|Italy|91|
2569|New Zealand|84|11.0
2570|US|91|30.0
2571|US|95|125.0
2572|Portugal|83|7.0
2573|US|86|14.0
2574|South Africa|90|39.0
2575|Austria|88|
2576|US|86|14.0
2577|Italy|87|19.0
2578|Germany|91|50.0
2579|US|81|23.0
2580|US|91|22.0
2581|US|82|30.0
2582|US|83|8.0
2583|US|88|13.0
2584|Italy|91|60.0
2585|Italy|87|
2586|Italy|88|50.0
2587|Spain|87|15.0
2588|US|85|80.0
2589|US|91|35.0
2590|France|86|50.0
2591|US|91|71.0
2592|US|83|18.0
2593|Italy|90|
2594|Austria|94|
2595|Germany|88|45.0
2596|Italy|90|
2597|Portugal|94|50.0
2598|Portugal|86|11.0
2599|US|84|32.0
2600|Chile|85|15.0
2601|US|89|20.0
2602|US|87|15.0
2603|Spain|88|19.0
2604|Austria|90|49.0
2605|France|90|
2606|France|86|11.0
2607|Italy|89|38.0
2608|Greece|85|14.0
2609|Italy|90|75.0
2610|US|90|35.0
2611|US|85|79.0
2612|US|85|32.0
2613|US|91|20.0
2614|Spain|86|11.0
2615|US|93|42.0
2616|Australia|87|11.0
2617|Spain|85|25.0
2618|France|87|22.0
2619|US|91|15.0
2620|France|87|28.0
2621|Spain|87|18.0
2622|Chile|88|17.0
2623|Italy|88|49.0
2624|South Africa|88|12.0
2625|Italy|87|28.0
2626|France|93|
2627|US|89|18.0
2628|Italy|86|15.0
2629|Greece|85|13.0
2630|France|88|25.0
2631|US|84|10.0
2632|Argentina|85|17.0
2633|US|88|22.0
2634|US|90|25.0
2635|US|87|45.0
2636|US|83|18.0
2637|US|84|17.0
2638|US|86|15.0
2639|New Zealand|86|12.0
2640|US|88|30.0
2641|Uruguay|80|15.0
2642|Bosnia and Herzegovina|83|13.0
2643|New Zealand|86|29.0
2644|US|85|43.0
2645|US|85|14.0
2646|Australia|91|36.0
2647|France|88|
2648|Italy|88|21.0
2649|US|89|16.0
2650|US|90|26.0
2651|US|86|10.0
2652|US|83|28.0
2653|France|87|13.0
2654|Chile|84|15.0
2655|France|86|13.0
2656|Italy|87|18.0
2657|Italy|90|75.0
2658|US|87|20.0
2659|US|84|15.0
2660|Italy|91|
2661|US|84|12.0
2662|Austria|91|59.0
2663|France|87|15.0
2664|Italy|86|10.0
2665|South Africa|89|15.0
2666|US|84|36.0
2667|Portugal|90|18.0
2668|France|86|15.0
2669|US|93|55.0
2670|Italy|86|26.0
2671|Spain|87|13.0
2672|US|90|44.0
2673|Germany|86|10.0
2674|US|92|118.0
2675|France|87|28.0
2676|US|85|28.0
2677|US|89|10.0
2678|Chile|89|20.0
2679|Chile|84|15.0
2680|Argentina|90|13.0
2681|US|87|50.0
2682|US|86|55.0
2683|France|87|
2684|Argentina|86|12.0
2685|US|88|13.0
2686|France|89|17.0
2687|France|90|
2688|France|82|6.0
2689|US|90|50.0
2690|Germany|90|25.0
2691|France|95|
2692|France|87|35.0
2693|France|95|
2694|US|86|18.0
2695|US|93|60.0
2696|Austria|91|30.0
2697|US|87|16.0
2698|Portugal|91|12.0
2699|US|90|80.0
2700|France|87|
2701|Italy|90|25.0
2702|Greece|85|18.0
2703|US|87|75.0
2704|US|86|22.0
2705|US|89|49.0
2706|Spain|89|17.0
2707|US|83|10.0
2708|Italy|83|
2709|US|86|20.0
2710|France|87|78.0
2711|Italy|86|18.0
2712|Argentina|89|25.0
2713|Portugal|89|14.0
2714|Germany|82|25.0
2715|US|85|60.0
2716|US|91|50.0
2717|France|89|20.0
2718|Spain|84|20.0
2719|US|87|25.0
2720|US|91|40.0
2721|US|86|25.0
2722|US|88|35.0
2723|US|84|13.0
2724|US|81|25.0
2725|US|89|30.0
2726|US|90|36.0
2727|US|86|48.0
2728|Chile|87|
2729|Italy|92|80.0
2730|Austria|89|21.0
2731|US|91|22.0
2732|US|86|9.0
2733|US|90|50.0
2734|Italy|93|32.0
2735|US|93|60.0
2736|US|89|40.0
2737|Italy|92|50.0
2738|Spain|82|18.0
2739|US|85|12.0
2740|Portugal|90|
2741|France|88|
2742|US|87|17.0
2743|Australia|85|24.0
2744|US|94|28.0
2745|US|83|13.0
2746|US|84|25.0
2747|US|90|45.0
2748|Spain|85|20.0
2749|France|88|43.0
2750|Chile|86|15.0
2751|US|90|20.0
2752|Italy|92|60.0
2753|France|88|27.0
2754|US|86|25.0
2755|Greece|88|35.0
2756|US|88|22.0
2757|Portugal|93|65.0
2758|Argentina|85|9.0
2759|US|88|28.0
2760|US|87|18.0
2761|US|87|40.0
2762|Italy|89|
2763|US|88|18.0
2764|Spain|85|8.0
2765|Chile|87|18.0
2766|US|90|100.0
2767|Argentina|86|11.0
2768|US|82|18.0
2769|Austria|92|65.0
2770|Italy|90|50.0
2771|US|85|28.0
2772|Italy|90|29.0
2773|Italy|87|15.0
2774|Italy|88|
2775|Portugal|87|22.0
2776|US|89|35.0
2777|US|94|75.0
2778|Australia|88|27.0
2779|US|82|8.0
2780|France|97|
2781|Portugal|87|
2782|France|85|11.0
2783|US|86|30.0
2784|Italy|88|29.0
2785|Australia|81|8.0
2786|US|81|36.0
2787|Italy|90|
2788|France|88|60.0
2789|US|87|26.0
2790|Portugal|87|12.0
2791|Austria|90|22.0
2792|US|87|28.0
2793|Australia|87|17.0
2794|Chile|87|9.0
2795|US|89|18.0
2796|Spain|85|15.0
2797|Chile|88|15.0
2798|New Zealand|86|32.0
2799|Italy|90|36.0
2800|US|90|43.0
2801|US|84|13.0
2802|US|87|20.0
2803|France|85|
2804|US|84|20.0
2805|Argentina|88|18.0
2806|Italy|88|18.0
2807|Australia|90|75.0
2808|US|83|24.0
2809|France|92|72.0
2810|US|87|42.0
2811|US|94|90.0
2812|US|89|12.0
2813|US|89|40.0
2814|US|84|35.0
2815|Italy|85|12.0
2816|US|86|49.0
2817|Italy|93|105.0
2818|France|88|16.0
2819|Australia|88|10.0
2820|US|89|22.0
2821|Greece|84|20.0
2822|US|87|15.0
2823|Chile|91|55.0
2824|US|81|22.0
2825|US|91|115.0
2826|US|84|22.0
2827|US|87|15.0
2828|Chile|86|12.0
2829|Italy|88|30.0
2830|US|86|9.0
2831|Italy|86|20.0
2832|France|93|270.0
2833|Italy|92|40.0
2834|US|85|21.0
2835|Italy|87|24.0
2836|US|86|40.0
2837|Italy|87|12.0
2838|US|88|20.0
2839|US|87|10.0
2840|Italy|93|80.0
2841|US|85|26.0
2842|US|87|24.0
2843|US|88|27.0
2844|Germany|85|11.0
2845|Italy|87|
2846|South Africa|87|10.0
2847|Italy|94|
2848|US|87|32.0
2849|US|87|28.0
2850|US|86|16.0
2851|US|88|17.0
2852|Argentina|89|10.0
2853|Austria|90|
2854|US|87|22.0
2855|US|86|36.0
2856|US|92|50.0
2857|New Zealand|89|21.0
2858|US|83|22.0
2859|Argentina|92|38.0
2860|Australia|85|10.0
2861|Germany|85|10.0
2862|Italy|87|15.0
2863|Chile|83|9.0
2864|US|86|31.0
2865|US|93|78.0
2866|Chile|81|13.0
2867|France|87|15.0
2868|US|93|50.0
2869|Argentina|89|28.0
2870|US|90|42.0
2871|France|86|20.0
2872|Chile|88|19.0
2873|Italy|89|30.0
2874|Italy|91|
2875|US|86|15.0
2876|Spain|85|16.0
2877|US|91|35.0
2878|South Africa|91|39.0
2879|France|86|14.0
2880|US|91|50.0
2881|Italy|91|
2882|US|90|30.0
2883|Italy|89|40.0
2884|Italy|90|40.0
2885|France|87|13.0
2886|Chile|85|16.0
2887|Australia|93|30.0
2888|France|93|250.0
2889|New Zealand|91|80.0
2890|Italy|93|70.0
2891|US|91|45.0
2892|US|82|10.0
2893|France|87|24.0
2894|Australia|86|17.0
2895|US|86|24.0
2896|France|89|
2897|Spain|94|166.0
2898|Germany|87|19.0
2899|Spain|93|62.0
2900|US|86|24.0
2901|US|90|75.0
2902|Spain|87|22.0
2903|France|91|48.0
2904|US|93|48.0
2905|France|88|11.0
2906|US|91|60.0
2907|Spain|86|12.0
2908|Italy|89|
2909|US|90|28.0
2910|US|87|26.0
2911|Spain|86|14.0
2912|Chile|81|11.0
2913|Portugal|89|57.0
2914|Chile|90|24.0
2915|US|88|50.0
2916|South Africa|86|12.0
2917|US|87|50.0
2918|US|83|14.0
2919|US|90|34.0
2920|US|95|80.0
2921|US|85|38.0
2922|US|87|16.0
2923|New Zealand|90|27.0
2924|Italy|85|15.0
2925|Italy|87|19.0
2926|Italy|94|50.0
2927|France|84|11.0
2928|Australia|87|11.0
2929|France|84|19.0
2930|US|88|15.0
2931|Argentina|87|13.0
2932|France|91|39.0
2933|France|88|
2934|Germany|91|33.0
2935|US|90|38.0
2936|Spain|87|10.0
2937|US|87|16.0
2938|US|80|25.0
2939|Portugal|84|10.0
2940|Chile|87|49.0
2941|Portugal|91|56.0
2942|Portugal|91|
2943|Italy|93|60.0
2944|US|84|24.0
2945|Spain|86|15.0
2946|Spain|87|8.0
2947|US|89|35.0
2948|US|90|35.0
2949|US|88|30.0
2950|Austria|90|25.0
2951|Spain|87|23.0
2952|US|84|40.0
2953|South Africa|86|20.0
2954|US|88|26.0
2955|France|90|59.0
2956|Australia|84|8.0
2957|Argentina|87|12.0
2958|US|88|42.0
2959|US|93|20.0
2960|Portugal|88|17.0
2961|France|83|10.0
2962|US|90|36.0
2963|Spain|83|10.0
2964|US|88|35.0
2965|France|87|17.0
2966|US|100|245.0
2967|US|93|50.0
2968|France|94|25.0
2969|US|94|99.0
2970|Italy|87|18.0
2971|US|94|40.0
2972|US|91|70.0
2973|Italy|90|
2974|Austria|87|28.0
2975|US|86|25.0
2976|France|94|
2977|US|85|38.0
2978|Spain|84|11.0
2979|Italy|90|40.0
2980|US|85|40.0
2981|US|85|150.0
2982|US|95|53.0
2983|US|87|18.0
2984|US|83|45.0
2985|Spain|86|8.0
2986|Italy|86|22.0
2987|US|93|55.0
2988|Austria|90|36.0
2989|France|85|13.0
2990|Italy|92|29.0
2991|France|93|
2992|Australia|91|35.0
2993|US|89|28.0
2994|France|89|
2995|US|91|36.0
2996|France|88|
2997|US|94|48.0
2998|Spain|90|30.0
2999|US|83|10.0
3000|US|85|28.0
3001|Germany|89|19.0
3002|US|92|36.0
3003|US|92|40.0
3004|US|83|20.0
3005|Italy|84|8.0
3006|Italy|87|12.0
3007|France|93|130.0
3008|US|86|48.0
3009|US|87|32.0
3010|US|89|20.0
3011|US|83|19.0
3012|France|89|50.0
3013|South Africa|89|19.0
3014|Mexico|82|30.0
3015|US|87|15.0
3016|US|89|50.0
3017|France|85|35.0
3018|US|92|55.0
3019|US|88|65.0
3020|Spain|87|20.0
3021|Italy|91|74.0
3022|US|87|12.0
3023|France|90|
3024|France|90|
3025|Chile|86|19.0
3026|US|85|32.0
3027|Chile|87|
3028|Austria|86|17.0
3029|Australia|86|10.0
3030|Italy|88|34.0
3031|US|86|24.0
3032|New Zealand|88|17.0
3033|Austria|87|41.0
3034|Austria|86|16.0
3035|US|87|43.0
3036|US|84|25.0
3037|US|89|
3038|US|84|
3039|US|84|28.0
3040|Italy|89|
3041|Italy|83|20.0
3042|Spain|87|12.0
3043|US|90|24.0
3044|France|85|8.0
3045|US|84|15.0
3046|Australia|95|120.0
3047|US|85|10.0
3048|Portugal|86|9.0
3049|US|90|18.0
3050|Italy|87|17.0
3051|Spain|94|15.0
3052|Slovenia|88|27.0
3053|Chile|86|12.0
3054|Italy|86|
3055|France|91|22.0
3056|US|91|54.0
3057|US|93|90.0
3058|Argentina|86|16.0
3059|France|94|125.0
3060|US|86|15.0
3061|US|91|40.0
3062|US|84|24.0
3063|Chile|84|18.0
3064|US|91|29.0
3065|US|86|30.0
3066|Chile|83|10.0
3067|US|89|15.0
3068|US|91|45.0
3069|US|89|30.0
3070|Italy|92|40.0
3071|US|89|19.0
3072|Argentina|90|167.0
3073|US|84|50.0
3074|Spain|89|14.0
3075|Italy|87|38.0
3076|France|88|
3077|US|90|36.0
3078|Portugal|83|13.0
3079|US|84|40.0
3080|Italy|89|69.0
3081|US|87|22.0
3082|US|93|35.0
3083|US|85|20.0
3084|US|87|15.0
3085|US|88|34.0
3086|US|87|25.0
3087|France|84|17.0
3088|Italy|86|14.0
3089|Spain|88|50.0
3090|Italy|94|80.0
3091|US|89|24.0
3092|Italy|85|12.0
3093|US|91|40.0
3094|France|91|25.0
3095|US|85|23.0
3096|Italy|82|13.0
3097|France|91|23.0
3098|Australia|91|65.0
3099|France|97|288.0
3100|Italy|92|155.0
3101|Austria|86|16.0
3102|Germany|86|10.0
3103|US|83|12.0
3104|France|87|31.0
3105|US|86|16.0
3106|France|90|
3107|Italy|84|22.0
3108|US|86|28.0
3109|US|86|18.0
3110|France|87|16.0
3111|Chile|81|9.0
3112|Argentina|84|11.0
3113|US|89|20.0
3114|Spain|89|18.0
3115|US|91|42.0
3116|US|91|20.0
3117|Israel|87|50.0
3118|France|89|76.0
3119|US|90|24.0
3120|US|90|35.0
3121|South Africa|89|25.0
3122|Spain|84|12.0
3123|Spain|85|11.0
3124|US|83|30.0
3125|New Zealand|88|22.0
3126|Portugal|85|7.0
3127|US|93|26.0
3128|Portugal|89|20.0
3129|France|91|
3130|Italy|93|125.0
3131|Chile|90|75.0
3132|Argentina|88|9.0
3133|Spain|84|15.0
3134|Australia|87|20.0
3135|Australia|89|19.0
3136|New Zealand|89|30.0
3137|France|90|
3138|Chile|85|10.0
3139|Greece|89|23.0
3140|Italy|91|26.0
3141|France|85|15.0
3142|US|84|15.0
3143|Spain|90|42.0
3144|Portugal|85|14.0
3145|US|89|14.0
3146|Italy|87|16.0
3147|New Zealand|89|24.0
3148|France|91|
3149|Italy|87|15.0
3150|US|90|20.0
3151|New Zealand|88|36.0
3152|Austria|90|
3153|Germany|91|40.0
3154|US|88|30.0
3155|US|93|50.0
3156|US|88|31.0
3157|US|93|35.0
3158|US|87|20.0
3159|Argentina|92|44.0
3160|Italy|85|
3161|France|86|
3162|Portugal|90|13.0
3163|Italy|87|30.0
3164|US|93|68.0
3165|US|92|42.0
3166|France|87|28.0
3167|US|87|14.0
3168|Chile|87|8.0
3169|Italy|87|9.0
3170|Portugal|85|13.0
3171|US|86|30.0
3172|US|84|22.0
3173|Italy|88|21.0
3174|US|87|26.0
3175|Italy|90|25.0
3176|US|87|40.0
3177|Italy|86|15.0
3178|France|84|10.0
3179|Italy|88|18.0
3180|Italy|86|18.0
3181|US|83|15.0
3182|Spain|86|17.0
3183|Australia|93|110.0
3184|France|91|26.0
3185|US|100|200.0
3186|Argentina|85|16.0
3187|US|87|29.0
3188|US|92|43.0
3189|US|88|28.0
3190|France|91|
3191|US|84|16.0
3192|Spain|85|10.0
3193|Portugal|91|
3194|France|90|
3195|Chile|91|75.0
3196|France|85|22.0
3197|US|90|41.0
3198|Austria|94|
3199|US|83|46.0
3200|US|87|20.0
3201|US|85|38.0
3202|France|90|21.0
3203|US|84|20.0
3204|US|87|25.0
3205|Austria|90|26.0
3206|Spain|89|36.0
3207|South Africa|89|30.0
3208|Austria|93|67.0
3209|US|82|28.0
3210|US|83|24.0
3211|Italy|95|
3212|Portugal|91|25.0
3213|Italy|91|68.0
3214|US|91|36.0
3215|US|84|29.0
3216|Argentina|86|19.0
3217|Croatia|83|13.0
3218|US|89|37.0
3219|Spain|83|20.0
3220|US|87|23.0
3221|US|84|75.0
3222|US|87|15.0
3223|Argentina|88|10.0
3224|Portugal|85|8.0
3225|Australia|83|13.0
3226|Italy|87|69.0
3227|US|92|38.0
3228|France|89|60.0
3229|US|87|14.0
3230|Canada|83|12.0
3231|Australia|90|85.0
3232|Italy|86|8.0
3233|US|92|32.0
3234|Italy|92|55.0
3235|France|87|17.0
3236|US|92|42.0
3237|Italy|88|14.0
3238|Chile|84|11.0
3239|US|86|18.0
3240|US|86|14.0
3241|France|95|200.0
3242|US|92|28.0
3243|US|81|34.0
3244|Argentina|90|15.0
3245|US|86|25.0
3246|US|93|40.0
3247|US|84|11.0
3248|Spain|84|11.0
3249|US|92|38.0
3250|US|85|34.0
3251|US|90|22.0
3252|Spain|88|11.0
3253|Italy|85|
3254|US|88|35.0
3255|France|94|80.0
3256|Italy|89|19.0
3257|US|81|20.0
3258|US|86|28.0
3259|France|86|
3260|US|90|
3261|New Zealand|89|18.0
3262|France|86|
3263|US|89|36.0
3264|Australia|90|40.0
3265|US|87|30.0
3266|France|95|
3267|Argentina|85|10.0
3268|US|85|25.0
3269|US|92|33.0
3270|US|87|18.0
3271|US|86|18.0
3272|US|86|33.0
3273|US|90|60.0
3274|Portugal|88|16.0
3275|US|82|14.0
3276|Italy|93|95.0
3277|US|93|120.0
3278|Austria|90|48.0
3279|US|88|40.0
3280|US|88|24.0
3281|US|87|16.0
3282|France|89|59.0
3283|Moldova|85|22.0
3284|US|88|25.0
3285|US|88|17.0
3286|US|88|20.0
3287|Germany|86|5.0
3288|US|89|30.0
3289|Argentina|89|22.0
3290|New Zealand|85|16.0
3291|Spain|85|20.0
3292|US|83|14.0
3293|France|85|
3294|Portugal|89|12.0
3295|Greece|86|12.0
3296|US|87|23.0
3297|France|91|31.0
3298|France|92|
3299|US|85|20.0
3300|Argentina|84|5.0
3301|Germany|85|8.0
3302|France|92|
3303|US|90|32.0
3304|US|86|40.0
3305|New Zealand|88|33.0
3306|Germany|85|14.0
3307|Italy|87|17.0
3308|US|92|168.0
3309|France|90|65.0
3310|Greece|87|28.0
3311|US|86|30.0
3312|Italy|86|
3313|Italy|86|21.0
3314|US|86|10.0
3315|Italy|91|32.0
3316|Italy|87|25.0
3317|US|81|15.0
3318|France|95|
3319|Argentina|89|20.0
3320|US|85|10.0
3321|US|89|47.0
3322|Argentina|91|42.0
3323|Portugal|87|19.0
3324|Argentina|80|10.0
3325|Italy|87|
3326|Italy|94|75.0
3327|France|91|
3328|Italy|89|40.0
3329|Italy|87|50.0
3330|Italy|84|22.0
3331|US|84|15.0
3332|France|93|
3333|US|87|35.0
3334|US|92|25.0
3335|US|89|39.0
3336|US|89|35.0
3337|US|87|19.0
3338|US|87|18.0
3339|US|87|8.0
3340|Italy|90|30.0
3341|US|83|17.0
3342|US|87|48.0
3343|Italy|86|21.0
3344|US|84|18.0
3345|US|82|15.0
3346|US|92|40.0
3347|US|84|18.0
3348|Italy|90|29.0
3349|US|87|25.0
3350|Italy|93|68.0
3351|France|93|78.0
3352|Chile|88|11.0
3353|US|85|15.0
3354|Australia|84|12.0
3355|Australia|89|100.0
3356|US|94|70.0
3357|Italy|85|12.0
3358|US|89|35.0
3359|Austria|90|43.0
3360|Italy|93|59.0
3361|Portugal|84|16.0
3362|Portugal|84|8.0
3363|Austria|89|
3364|US|87|22.0
3365|Argentina|82|8.0
3366|Italy|87|12.0
3367|Austria|93|74.0
3368|US|87|45.0
3369|US|90|55.0
3370|France|88|85.0
3371|Italy|88|27.0
3372|France|88|20.0
3373|US|89|85.0
3374|US|100|245.0
3375|Italy|88|
3376|US|86|40.0
3377|US|88|16.0
3378|France|92|
3379|US|88|35.0
3380|Spain|87|20.0
3381|US|87|25.0
3382|Chile|84|12.0
3383|US|84|28.0
3384|US|87|18.0
3385|US|92|45.0
3386|US|90|30.0
3387|US|92|52.0
3388|US|88|20.0
3389|US|86|18.0
3390|US|86|55.0
3391|New Zealand|86|20.0
3392|Portugal|86|8.0
3393|US|87|20.0
3394|New Zealand|87|11.0
3395|Italy|88|20.0
3396|US|86|75.0
3397|US|83|28.0
3398|US|89|40.0
3399|Austria|94|
3400|US|87|95.0
3401|Austria|89|88.0
3402|France|87|37.0
3403|US|89|25.0
3404|France|86|26.0
3405|Italy|84|
3406|Spain|90|26.0
3407|US|85|18.0
3408|France|86|15.0
3409|Italy|90|
3410|Italy|85|15.0
3411|US|85|36.0
3412|US|87|18.0
3413|France|94|50.0
3414|US|93|40.0
3415|US|84|16.0
3416|US|95|125.0
3417|US|89|30.0
3418|US|88|38.0
3419|France|85|12.0
3420|Italy|87|50.0
3421|US|90|35.0
3422|Austria|90|
3423|Australia|87|18.0
3424|Italy|91|
3425|US|88|18.0
3426|Argentina|85|13.0
3427|US|92|42.0
3428|US|87|19.0
3429|US|87|40.0
3430|US|87|28.0
3431|US|90|48.0
3432|Chile|91|40.0
3433|Italy|87|12.0
3434|US|88|44.0
3435|France|84|11.0
3436|France|86|38.0
3437|US|94|120.0
3438|US|85|20.0
3439|France|92|
3440|US|84|10.0
3441|Spain|91|95.0
3442|Chile|90|20.0
3443|France|89|100.0
3444|Austria|86|
3445|France|86|
3446|Italy|86|14.0
3447|Italy|94|90.0
3448|Italy|92|19.0
3449|Italy|87|
3450|France|89|44.0
3451|Italy|85|60.0
3452|US|92|24.0
3453|Australia|82|10.0
3454|US|84|40.0
3455|US|87|30.0
3456|US|87|20.0
3457|Spain|91|30.0
3458|Italy|86|10.0
3459|US|82|16.0
3460|US|91|35.0
3461|US|88|15.0
3462|US|85|35.0
3463|Israel|85|70.0
3464|Italy|87|15.0
3465|France|87|
3466|US|87|40.0
3467|Italy|90|30.0
3468|US|88|79.0
3469|France|86|23.0
3470|Italy|89|59.0
3471|Chile|89|11.0
3472|Italy|85|13.0
3473|France|89|13.0
3474|US|90|24.0
3475|US|85|35.0
3476|Australia|85|
3477|France|92|
3478|Italy|86|50.0
3479|Chile|92|85.0
3480|US|96|125.0
3481|South Africa|85|9.0
3482|Argentina|90|30.0
3483|US|94|45.0
3484|US|82|18.0
3485|Austria|91|32.0
3486|US|88|25.0
3487|US|82|10.0
3488|US|84|22.0
3489|Italy|87|18.0
3490|Germany|93|50.0
3491|Chile|85|23.0
3492|US|90|50.0
3493|Australia|84|6.0
3494|US|94|50.0
3495|Spain|90|15.0
3496|France|89|25.0
3497|Italy|92|57.0
3498|Italy|86|12.0
3499|US|93|70.0
3500|France|88|
3501|US|87|38.0
3502|Italy|87|15.0
3503|Italy|86|
3504|France|83|
3505|Portugal|85|12.0
3506|US|91|20.0
3507|France|85|13.0
3508|US|86|12.0
3509|US|84|34.0
3510|Italy|88|40.0
3511|US|87|24.0
3512|Spain|86|30.0
3513|US|94|85.0
3514|US|91|25.0
3515|France|87|47.0
3516|US|82|80.0
3517|US|88|38.0
3518|New Zealand|90|17.0
3519|US|88|39.0
3520|Italy|90|56.0
3521|Germany|87|12.0
3522|Australia|88|15.0
3523|US|84|25.0
3524|Spain|82|13.0
3525|Italy|87|18.0
3526|US|82|14.0
3527|France|87|17.0
3528|US|88|45.0
3529|Spain|81|11.0
3530|US|87|16.0
3531|Chile|85|10.0
3532|US|86|15.0
3533|New Zealand|91|15.0
3534|Chile|85|15.0
3535|Italy|87|17.0
3536|US|84|13.0
3537|US|90|28.0
3538|Italy|87|16.0
3539|US|90|26.0
3540|Italy|89|20.0
3541|US|86|15.0
3542|Israel|86|24.0
3543|Italy|94|126.0
3544|France|86|13.0
3545|Italy|90|18.0
3546|US|82|10.0
3547|US|86|17.0
3548|Italy|86|21.0
3549|US|89|20.0
3550|Italy|87|15.0
3551|Italy|87|
3552|US|93|100.0
3553|Argentina|87|13.0
3554|Australia|88|16.0
3555|US|84|14.0
3556|US|88|20.0
3557|Italy|86|15.0
3558|US|91|90.0
3559|France|95|
3560|New Zealand|89|45.0
3561|South Africa|86|19.0
3562|Argentina|83|19.0
3563|Germany|88|17.0
3564|Chile|89|20.0
3565|Argentina|86|17.0
3566|US|88|10.0
3567|France|85|13.0
3568|Chile|90|19.0
3569|US|87|50.0
3570|US|88|22.0
3571|France|86|30.0
3572|France|81|
3573|Italy|92|85.0
3574|Spain|82|20.0
3575|US|87|25.0
3576|France|87|14.0
3577|US|85|20.0
3578|South Africa|86|24.0
3579|US|82|8.0
3580|Portugal|90|33.0
3581|France|93|
3582|Italy|86|
3583|US|90|35.0
3584|France|93|55.0
3585|France|86|
3586|Italy|86|15.0
3587|Spain|88|16.0
3588|US|88|42.0
3589|US|84|29.0
3590|France|94|
3591|US|91|16.0
3592|New Zealand|86|15.0
3593|US|87|115.0
3594|US|85|18.0
3595|US|87|18.0
3596|US|88|28.0
3597|France|91|
3598|US|80|30.0
3599|Israel|86|15.0
3600|US|80|28.0
3601|Australia|87|14.0
3602|South Africa|88|20.0
3603|US|84|40.0
3604|Spain|82|6.0
3605|US|88|40.0
3606|US|86|16.0
3607|US|91|35.0
3608|France|85|10.0
3609|Argentina|84|18.0
3610|Australia|89|23.0
3611|Italy|92|48.0
3612|US|86|18.0
3613|Italy|87|13.0
3614|Italy|90|55.0
3615|Italy|88|17.0
3616|South Africa|88|16.0
3617|South Africa|90|25.0
3618|Portugal|87|
3619|Portugal|86|9.0
3620|France|89|22.0
3621|US|88|30.0
3622|Spain|91|34.0
3623|Greece|86|15.0
3624|Argentina|87|20.0
3625|Spain|92|50.0
3626|Italy|90|
3627|France|90|
3628|US|93|
3629|Chile|82|20.0
3630|US|86|10.0
3631|Italy|90|40.0
3632|US|84|40.0
3633|Argentina|89|18.0
3634|Chile|92|50.0
3635|US|84|26.0
3636|France|95|76.0
3637|Portugal|92|100.0
3638|US|85|15.0
3639|US|84|24.0
3640|US|89|18.0
3641|Italy|89|28.0
3642|Portugal|86|10.0
3643|US|88|18.0
3644|Italy|92|30.0
3645|Chile|84|15.0
3646|US|88|16.0
3647|US|83|24.0
3648|US|84|20.0
3649|Italy|91|25.0
3650|France|91|34.0
3651|US|92|35.0
3652|Italy|86|12.0
3653|US|90|23.0
3654|US|86|46.0
3655|US|88|60.0
3656|New Zealand|87|18.0
